Episode,Agent_J1,Agent_J2,Agent_J5,Agent_J7
1116,-1293.3999999999999,-1457.3166666666666,-1061.0933333333332,-984.5366666666666
1117,-1472.3233333333333,-1359.9133333333332,-1130.1333333333332,-1053.5566666666666
1118,-1174.8266666666666,-1246.4933333333333,-1114.52,-876.0066666666667
1119,-1515.2366666666667,-1118.5466666666666,-1413.59,-1093.8233333333333
1120,-1242.2433333333333,-1152.3666666666666,-1302.12,-1041.8366666666666
1121,-1350.26,-1088.6399999999999,-1006.4233333333333,-1099.11
1122,-1068.9733333333334,-1163.5166666666667,-1007.02,-1103.22
1123,-1254.8033333333333,-1116.3333333333333,-1083.2,-914.7033333333333
1124,-1142.7633333333333,-1097.4366666666667,-1069.8933333333332,-1241.7666666666667
1125,-1468.77,-1366.2233333333334,-1003.05,-978.0766666666666
1126,-1252.5166666666667,-1169.0266666666666,-932.0233333333333,-1083.87
1127,-1383.0166666666667,-1236.9833333333333,-1159.2233333333334,-1155.8
1128,-1068.4766666666667,-1367.0,-1409.0866666666666,-961.4566666666666
1129,-1240.8133333333333,-1152.5233333333333,-1052.0766666666666,-963.7333333333333
1130,-1356.2233333333334,-1423.9866666666667,-1096.47,-1423.1333333333332
1131,-1187.4833333333333,-1021.89,-1200.1399999999999,-1026.34
1132,-1380.0533333333333,-1168.6299999999999,-1076.1133333333332,-1067.0566666666666
1133,-1087.5366666666666,-1063.5266666666666,-1045.7333333333333,-906.23
1134,-1029.29,-1448.4066666666665,-1022.7066666666666,-1183.76
1135,-1292.1333333333332,-1053.73,-903.89,-994.2666666666667
1136,-1175.0833333333333,-1198.7,-1215.8366666666666,-1049.97
1137,-1201.8633333333332,-1334.0166666666667,-1043.69,-937.8233333333333
1138,-947.2233333333332,-1110.78,-932.6933333333333,-1053.55
1139,-1415.22,-1357.8533333333332,-1342.18,-1019.02
1140,-1429.2833333333333,-1161.54,-1289.53,-1055.02
1141,-1493.5533333333333,-1285.4366666666667,-1155.6433333333332,-1068.0666666666666
1142,-1495.3166666666666,-1251.6866666666667,-979.36,-1110.1833333333334
1143,-1414.78,-1030.4066666666665,-1385.7866666666666,-1293.1633333333332
1144,-1027.84,-1192.8033333333333,-1172.0066666666667,-1077.31
1145,-1231.02,-1208.7633333333333,-1314.1299999999999,-942.9233333333333
1146,-1237.0433333333333,-1232.45,-1139.8899999999999,-1082.9266666666667
1147,-1258.9633333333334,-1123.5566666666666,-1383.4133333333332,-1063.1133333333332
1148,-1571.9866666666667,-1246.7766666666666,-1281.6699999999998,-819.35
1149,-1162.8333333333333,-1352.7133333333334,-1211.3366666666666,-971.8666666666667
1150,-1446.6666666666665,-992.2133333333333,-1297.5433333333333,-1046.74
1151,-1029.1966666666667,-989.5233333333333,-1495.09,-972.9833333333333
1152,-1106.4333333333334,-1286.05,-1364.22,-1187.5066666666667
1153,-1135.2633333333333,-1099.43,-1162.2566666666667,-1103.0366666666666
1154,-1459.8166666666666,-919.2233333333332,-976.87,-1428.7366666666667
1155,-880.3933333333333,-1270.5866666666666,-919.92,-1155.0166666666667
1156,-1249.6433333333332,-1427.6566666666665,-1521.0466666666666,-1339.9766666666667
1157,-1100.93,-1050.6033333333332,-1103.7466666666667,-1162.43
1158,-1002.13,-1235.3433333333332,-1309.6766666666667,-1085.7066666666667
1159,-1025.9733333333334,-935.12,-1092.3633333333332,-981.24
1160,-1145.05,-850.4966666666667,-1475.8433333333332,-956.76
1161,-1031.7533333333333,-1265.87,-1058.3966666666665,-944.4466666666666
1162,-1397.9166666666665,-1126.7266666666667,-1200.7566666666667,-978.9266666666666
1163,-1443.3533333333332,-1009.3499999999999,-1156.9733333333334,-1044.7966666666666
1164,-1101.8533333333332,-1127.5866666666666,-1076.78,-1031.08
1165,-947.9166666666666,-1207.1066666666666,-1106.5533333333333,-1016.8733333333333
1166,-1536.3566666666666,-1275.9133333333332,-925.31,-1247.0033333333333
1167,-1180.18,-1315.2,-1093.2766666666666,-1101.5266666666666
1168,-1200.5933333333332,-1281.7133333333334,-1228.33,-1089.3133333333333
1169,-1119.7533333333333,-1174.04,-1006.1433333333333,-1229.7666666666667
1170,-1323.95,-1495.5633333333333,-1189.32,-948.5233333333333
1171,-1059.4566666666667,-1133.7966666666666,-1097.77,-949.0733333333333
1172,-1220.3466666666666,-975.8633333333333,-1014.0066666666667,-993.75
1173,-1488.1833333333334,-1180.5933333333332,-1006.9433333333333,-1290.18
1174,-1273.78,-1262.5633333333333,-1077.2866666666666,-1022.0533333333333
1175,-855.67,-1419.8333333333333,-1216.8733333333332,-1008.4333333333333
1176,-1117.6366666666665,-1001.3433333333332,-989.9399999999999,-995.0566666666666
1177,-1521.2866666666666,-1056.1233333333332,-1354.1399999999999,-1178.2366666666667
1178,-1005.74,-1433.0333333333333,-1142.4366666666667,-1176.8666666666666
1179,-1006.8533333333334,-1184.6533333333332,-1236.72,-1063.9766666666667
1180,-821.6933333333333,-1139.34,-1325.3566666666666,-1209.0333333333333
1181,-1276.0366666666666,-1246.4733333333334,-1072.2833333333333,-1305.9866666666667
1182,-1254.46,-1070.8766666666666,-1382.27,-1165.56
1183,-1397.71,-1646.6699999999998,-1352.6533333333332,-1089.5233333333333
1184,-1341.25,-1150.7566666666667,-1166.3666666666666,-1148.0466666666666
1185,-1567.98,-1147.5533333333333,-1198.3466666666666,-1270.9566666666667
1186,-829.13,-1064.0,-881.3933333333333,-978.0899999999999
1187,-1352.4933333333333,-1220.11,-1107.6366666666665,-1210.9033333333332
1188,-1264.5833333333333,-1445.9866666666667,-943.0633333333333,-1027.6533333333334
1189,-1221.95,-1163.2666666666667,-1247.6566666666665,-1126.0466666666666
1190,-1085.3933333333332,-1490.0666666666666,-1391.1033333333332,-1094.9233333333332
1191,-1079.7333333333333,-1360.2033333333331,-1188.74,-904.54
1192,-951.9499999999999,-963.7033333333333,-1029.5666666666666,-1252.1366666666665
1193,-1084.2766666666666,-949.9433333333333,-1163.6166666666666,-1162.2166666666667
1194,-1411.03,-1213.0266666666666,-981.0333333333333,-1286.5033333333333
1195,-1275.8633333333332,-1261.9733333333334,-1042.26,-977.5966666666667
1196,-1527.3799999999999,-1262.7066666666667,-1316.4099999999999,-986.6433333333333
1197,-1377.3,-1176.19,-1056.7566666666667,-1055.5966666666666
1198,-1375.8433333333332,-1453.6499999999999,-1437.5366666666666,-1202.74
1199,-1120.76,-1143.1833333333334,-1303.6933333333334,-907.4499999999999
1200,-1013.2266666666666,-1082.0666666666666,-1088.3166666666666,-1122.9433333333334
1201,-1191.3899999999999,-1212.6699999999998,-974.4133333333333,-1007.24
1202,-1105.0333333333333,-1286.2366666666667,-1080.6633333333332,-1259.8633333333332
1203,-812.06,-1301.58,-1266.28,-1107.1333333333332
1204,-1032.85,-1166.2766666666666,-990.5833333333333,-1398.04
1205,-1155.8466666666666,-1369.1433333333332,-906.9933333333333,-1008.1866666666666
1206,-1195.4566666666667,-1335.4033333333332,-1116.5666666666666,-1067.3533333333332
1207,-1345.2566666666667,-1322.59,-1059.4633333333334,-997.7833333333333
1208,-1092.1033333333332,-1094.0866666666666,-1309.71,-987.8133333333333
1209,-1272.0933333333332,-1357.9399999999998,-1228.9233333333334,-1045.71
1210,-1095.6833333333334,-1088.9366666666667,-1209.7833333333333,-1053.3233333333333
1211,-1229.2066666666667,-1208.6299999999999,-1230.1133333333332,-1122.02
1212,-1545.5,-1366.46,-1057.75,-1277.69
1213,-1526.6033333333332,-1141.1033333333332,-961.9966666666667,-1075.2266666666667
1214,-1592.2866666666666,-1153.4733333333334,-1041.8999999999999,-1065.9033333333332
1215,-1202.97,-1254.73,-1215.6699999999998,-1111.3433333333332
1216,-1243.9933333333333,-1326.6699999999998,-1022.3033333333333,-1037.9133333333332
1217,-1183.67,-1129.6299999999999,-1060.58,-1118.1033333333332
1218,-1128.6299999999999,-1136.6433333333332,-1141.3433333333332,-1133.4099999999999
1219,-1304.8933333333332,-1127.9266666666667,-1158.4366666666667,-1311.9233333333332
1220,-1512.2166666666667,-1099.2933333333333,-1058.68,-1125.1
1221,-1317.2833333333333,-1202.09,-1234.5866666666666,-1016.3966666666666
1222,-1183.66,-1406.7633333333333,-1210.7866666666666,-1167.3533333333332
1223,-1200.5666666666666,-1289.49,-1106.5633333333333,-1427.4666666666667
1224,-1318.1433333333332,-1194.9666666666667,-1055.36,-1068.5033333333333
1225,-1151.98,-1372.8266666666666,-1015.9499999999999,-1082.62
1226,-1106.9633333333334,-1123.08,-1248.2,-1158.6399999999999
1227,-1461.7966666666666,-1067.3,-1051.3766666666666,-1086.1066666666666
1228,-1104.71,-1287.7933333333333,-1223.4299999999998,-1060.0066666666667
1229,-1326.3566666666666,-1154.6499999999999,-1153.5166666666667,-1134.3799999999999
1230,-1501.86,-1193.6066666666666,-1260.4033333333332,-1047.8233333333333
1231,-1155.98,-1273.27,-1064.8066666666666,-1013.6866666666666
1232,-987.81,-1242.1499999999999,-1112.1299999999999,-1165.4133333333332
1233,-1106.8066666666666,-1159.17,-1188.59,-1071.1766666666667
1234,-1249.3,-1121.2566666666667,-1521.3266666666666,-1139.3
1235,-1403.0566666666666,-1183.28,-1158.3333333333333,-1168.0866666666666
1236,-1765.1433333333332,-1625.3166666666666,-1228.58,-1386.0166666666667
1237,-1333.4333333333332,-1256.8366666666666,-1124.27,-996.4666666666666
1238,-1152.7166666666667,-1273.95,-1058.0433333333333,-1072.7833333333333
1239,-971.8733333333333,-1287.24,-1222.78,-1515.6499999999999
1240,-1211.1466666666665,-1385.9866666666667,-1129.3733333333332,-1020.4933333333333
1241,-1406.5366666666666,-1146.78,-1095.5233333333333,-1231.9533333333334
1242,-1285.6133333333332,-1354.8166666666666,-1284.2633333333333,-984.14
1243,-1271.8966666666665,-1289.48,-1030.26,-1421.6833333333334
1244,-1055.3433333333332,-1347.2866666666666,-1126.58,-1030.36
1245,-1199.2333333333333,-1098.0066666666667,-1129.1133333333332,-1068.9333333333334
1246,-1579.0933333333332,-1029.1533333333332,-1055.6666666666665,-986.85
1247,-1203.2933333333333,-1372.4033333333332,-1242.0466666666666,-884.7366666666667
1248,-1171.87,-1345.99,-1122.5266666666666,-895.3733333333333
1249,-1214.0466666666666,-1720.52,-1132.1699999999998,-1290.8066666666666
1250,-1310.1366666666665,-1235.98,-868.15,-1279.06
1251,-1209.0566666666666,-1204.53,-1102.6399999999999,-958.3766666666667
1252,-1309.5366666666666,-1001.42,-1261.2266666666667,-1029.1366666666665
1253,-1172.1866666666667,-1091.55,-1203.0333333333333,-1068.9166666666665
1254,-1261.0266666666666,-1321.0533333333333,-1229.8033333333333,-1046.9533333333334
1255,-1106.9166666666665,-1190.1733333333332,-895.0566666666666,-1130.9433333333334
1256,-1252.3666666666666,-968.4133333333333,-1183.3899999999999,-1237.0166666666667
1257,-1473.7966666666666,-863.5666666666666,-1025.81,-1018.5
1258,-1197.5266666666666,-1326.1433333333332,-1290.5433333333333,-1180.1833333333334
1259,-1147.8366666666666,-1167.23,-1346.1066666666666,-1262.72
1260,-1100.7366666666667,-1024.17,-1001.6066666666666,-1005.6166666666667
1261,-1301.2966666666666,-1102.8933333333332,-1281.37,-956.5733333333333
1262,-1553.07,-1438.7866666666666,-980.3366666666666,-1006.5566666666666
1263,-1779.9833333333333,-1492.1699999999998,-1153.53,-955.3033333333333
1264,-1242.7633333333333,-1343.4199999999998,-1280.1333333333332,-1300.44
1265,-1044.8233333333333,-1821.58,-1300.3166666666666,-1046.5433333333333
1266,-1528.4399999999998,-1161.05,-1080.2766666666666,-976.5666666666666
1267,-1154.0133333333333,-1487.26,-1131.6966666666667,-1349.9266666666667
1268,-1070.9266666666667,-1412.1966666666665,-1010.6633333333333,-1061.3533333333332
1269,-1208.0466666666666,-1163.24,-1151.2866666666666,-1171.8933333333332
1270,-1214.82,-1067.07,-1213.1166666666666,-908.2933333333333
1271,-1112.7033333333334,-1033.6599999999999,-1105.3666666666666,-895.2366666666667
1272,-1051.3766666666666,-1320.18,-1152.06,-991.4266666666666
1273,-1286.8466666666666,-1350.62,-1216.4533333333334,-1246.8233333333333
1274,-1204.68,-1279.3866666666665,-998.1,-1275.0433333333333
1275,-998.11,-1259.0666666666666,-1040.85,-1106.5533333333333
1276,-1370.29,-1038.8733333333332,-1199.1466666666665,-1202.4033333333332
1277,-1427.5566666666666,-956.5966666666666,-1079.5,-1015.8466666666667
1278,-1337.7933333333333,-1274.7066666666667,-906.5466666666666,-1136.4099999999999
1279,-1171.5066666666667,-1023.6366666666667,-1127.43,-1080.5066666666667
1280,-1415.7533333333333,-1096.84,-1008.0866666666667,-1120.0833333333333
1281,-1083.47,-883.1466666666666,-1014.9566666666666,-1181.83
1282,-1103.7533333333333,-1306.8966666666665,-868.16,-1046.24
1283,-1076.8266666666666,-923.6733333333333,-1264.99,-1184.9533333333334
1284,-1232.9433333333334,-1155.1166666666666,-1111.4066666666665,-1049.47
1285,-1389.2766666666666,-1094.5966666666666,-1258.6433333333332,-1415.5066666666667
1286,-1106.97,-1272.5133333333333,-1349.8633333333332,-1180.2766666666666
1287,-1331.4033333333332,-1262.1499999999999,-846.0266666666666,-1178.4566666666667
1288,-1391.57,-1187.9033333333332,-1515.1966666666667,-1153.48
1289,-1341.2233333333334,-1189.6599999999999,-1213.8366666666666,-1099.2233333333334
1290,-1409.24,-1238.6033333333332,-1185.3166666666666,-1237.54
1291,-1263.03,-1481.6766666666665,-1249.0066666666667,-1121.0866666666666
1292,-1188.6233333333332,-1105.4066666666665,-975.5633333333333,-1054.0
1293,-922.3666666666667,-1379.0066666666667,-1052.8266666666666,-1155.8366666666666
1294,-1298.5033333333333,-1494.6799999999998,-1150.6233333333332,-1345.9433333333334
1295,-1200.8633333333332,-1336.4833333333333,-1332.3799999999999,-1081.85
1296,-1391.7166666666667,-1384.5966666666666,-1245.1166666666666,-1223.98
1297,-1238.5133333333333,-1332.9133333333332,-1534.4533333333334,-1089.5
1298,-1180.3166666666666,-1425.7433333333333,-1169.1499999999999,-1304.5766666666666
1299,-1183.2166666666667,-1126.77,-1206.1699999999998,-960.9266666666666
1300,-1163.9066666666665,-1234.2166666666667,-1093.4733333333334,-1192.83
1301,-1168.9433333333334,-1395.58,-1044.3866666666665,-986.1833333333333
1302,-1345.71,-1413.29,-1447.6766666666665,-981.0466666666666
1303,-1184.95,-980.0,-1291.43,-1062.01
1304,-1289.3733333333332,-1467.6599999999999,-1043.1333333333332,-1196.7266666666667
1305,-1155.98,-863.2133333333333,-1076.4833333333333,-877.3
1306,-1093.21,-995.3433333333332,-1249.0366666666666,-948.4366666666666
1307,-1440.4333333333332,-1318.6566666666665,-1275.6966666666667,-1142.5266666666666
1308,-1312.2966666666666,-1341.9099999999999,-1075.1433333333332,-1088.1133333333332
1309,-1192.7733333333333,-1329.1166666666666,-1110.5033333333333,-1036.9866666666667
1310,-1110.12,-1238.2,-1135.1366666666665,-1045.5433333333333
1311,-1293.33,-1131.1766666666665,-1104.1933333333334,-1155.8666666666666
1312,-1254.21,-1258.62,-1156.7633333333333,-1086.31
1313,-1238.3799999999999,-1469.1799999999998,-1123.77,-1277.4766666666667
1314,-1137.1866666666667,-998.6266666666667,-1290.8,-1162.6433333333332
1315,-1310.9199999999998,-1159.3999999999999,-1098.0333333333333,-859.2933333333333
1316,-1063.6499999999999,-1263.8533333333332,-970.1233333333333,-1071.08
1317,-1436.8666666666666,-1388.0666666666666,-1336.76,-1078.9466666666667
1318,-1282.6766666666665,-1274.9099999999999,-1262.7133333333334,-1221.0233333333333
1319,-1339.3033333333333,-1138.8799999999999,-1334.8899999999999,-993.1666666666666
1320,-1154.8833333333332,-1019.39,-1036.1366666666665,-915.8666666666667
1321,-1267.15,-1128.4266666666665,-1236.2366666666667,-1093.27
1322,-1131.7066666666667,-966.7133333333333,-1184.0933333333332,-1118.1066666666666
1323,-1344.1866666666667,-1136.9033333333332,-1380.3466666666666,-1010.9333333333333
1324,-1429.6499999999999,-1084.0066666666667,-1227.3266666666666,-1183.9733333333334
1325,-1266.86,-1135.6333333333332,-1035.5366666666666,-1137.1766666666667
1326,-1211.48,-1407.8266666666666,-1040.9866666666667,-1075.0066666666667
1327,-1427.2166666666667,-1479.49,-1089.6066666666666,-1209.1966666666667
1328,-1217.4199999999998,-1478.7266666666667,-1291.2766666666666,-1134.1333333333332
1329,-1527.3066666666666,-1203.6799999999998,-1175.9133333333332,-1100.6433333333332
1330,-1261.23,-1268.4366666666665,-982.8133333333333,-1186.2766666666666
1331,-1169.1,-1290.9633333333334,-983.1,-1035.8133333333333
1332,-1257.8933333333332,-1175.5866666666666,-1062.5733333333333,-975.1233333333333
1333,-1238.9766666666667,-1154.0366666666666,-1070.5433333333333,-914.7833333333333
1334,-1495.2333333333333,-1194.08,-1187.9099999999999,-1240.08
1335,-1334.5066666666667,-1350.4566666666667,-788.72,-896.4833333333333
1336,-1324.8366666666666,-956.5533333333333,-1136.4066666666665,-866.5633333333333
1337,-1159.8933333333332,-1063.4333333333334,-1109.8166666666666,-891.23
1338,-1493.8833333333332,-1245.6433333333332,-1175.3133333333333,-1030.0
1339,-1081.5366666666666,-1142.2,-1182.44,-1088.1766666666667
1340,-1420.7866666666666,-1439.49,-1031.2966666666666,-1117.6066666666666
1341,-1017.03,-1223.1633333333332,-984.2633333333333,-1108.1066666666666
1342,-1492.8166666666666,-1133.9466666666667,-1154.5133333333333,-1136.0166666666667
1343,-1627.72,-1269.47,-1345.33,-1070.1833333333334
1344,-1210.56,-1613.5133333333333,-1221.23,-1064.0733333333333
1345,-1309.9199999999998,-1383.0466666666666,-1327.6766666666667,-997.8133333333333
1346,-1244.82,-1119.83,-1171.4433333333334,-1239.9966666666667
1347,-1434.2566666666667,-1225.07,-1092.4266666666667,-939.4966666666667
1348,-1088.8533333333332,-1575.8133333333333,-1233.3866666666665,-1009.93
1349,-1029.4233333333334,-1117.9933333333333,-1021.13,-1280.72
1350,-977.0833333333333,-1215.6466666666665,-1083.7566666666667,-1018.9633333333333
1351,-1404.7233333333334,-1262.1866666666667,-1011.1066666666667,-861.5133333333333
1352,-964.8,-1077.0233333333333,-1160.83,-1079.8066666666666
1353,-1017.4066666666666,-1175.7133333333334,-1112.9366666666667,-1039.7766666666666
1354,-1475.9866666666667,-1121.24,-1268.2333333333333,-1291.34
1355,-1096.6766666666667,-927.05,-1106.49,-1482.8233333333333
1356,-1192.03,-1253.43,-1334.8266666666666,-1012.51
1357,-1600.1033333333332,-1248.3933333333332,-1190.0866666666666,-1107.5066666666667
1358,-1429.2833333333333,-1076.3233333333333,-1035.8133333333333,-1130.6166666666666
1359,-1022.5866666666666,-1178.0533333333333,-1291.8433333333332,-1097.69
1360,-1078.11,-1460.6699999999998,-1350.6866666666665,-1397.0533333333333
1361,-1116.3633333333332,-1298.2133333333334,-1125.7633333333333,-1055.2266666666667
1362,-1628.9033333333332,-1329.3966666666665,-1249.9266666666667,-1214.6399999999999
1363,-1094.67,-1088.0633333333333,-1378.9566666666667,-997.5433333333333
1364,-1262.6733333333332,-1249.95,-1065.1333333333332,-1088.92
1365,-1372.5066666666667,-1583.3633333333332,-1730.7233333333334,-1166.9466666666667
1366,-1517.8033333333333,-1088.9466666666667,-1487.7233333333334,-1006.35
1367,-1434.8433333333332,-1026.6499999999999,-1201.7,-1094.76
1368,-1247.8833333333332,-1202.4066666666665,-1244.7433333333333,-1145.2333333333333
1369,-1333.9633333333334,-1655.0433333333333,-1162.1066666666666,-1031.2566666666667
1370,-1344.8433333333332,-895.4266666666666,-1172.57,-1267.4966666666667
1371,-1600.1566666666665,-1564.1666666666665,-1388.48,-1143.06
1372,-1468.8933333333332,-1151.6433333333332,-1287.3033333333333,-1271.03
1373,-986.5066666666667,-1376.8866666666665,-1316.5166666666667,-1215.2633333333333
1374,-1190.5,-1241.6066666666666,-1150.5966666666666,-943.49
1375,-1297.3333333333333,-1408.4033333333332,-1190.58,-1054.69
1376,-1013.8299999999999,-1272.5066666666667,-1063.0966666666666,-1052.4433333333334
1377,-910.24,-1246.95,-1054.9866666666667,-1100.5166666666667
1378,-1699.4533333333334,-1445.0166666666667,-1339.1766666666665,-1383.3
1379,-1335.6333333333332,-880.6999999999999,-1146.4633333333334,-1164.54
1380,-1415.54,-1270.1433333333332,-1197.9366666666667,-1240.4566666666667
1381,-1135.0266666666666,-1385.2566666666667,-1240.08,-1331.0733333333333
1382,-1202.6599999999999,-1628.3366666666666,-950.8933333333333,-1085.35
1383,-1467.7033333333334,-1064.47,-1292.29,-1098.4766666666667
1384,-1494.1399999999999,-1501.6433333333332,-1505.9466666666667,-1190.7
1385,-1041.04,-1185.09,-1117.06,-886.2433333333333
1386,-1290.45,-1347.9033333333332,-1315.07,-1033.03
1387,-1425.6899999999998,-1250.54,-1050.0266666666666,-1098.2866666666666
1388,-1081.47,-1376.1366666666665,-1279.4733333333334,-982.2033333333333
1389,-1271.2933333333333,-1251.47,-1131.3866666666665,-1219.0833333333333
1390,-1457.05,-1349.5366666666666,-1378.73,-954.4766666666666
1391,-863.3199999999999,-1213.8466666666666,-1163.5966666666666,-1100.4566666666667
1392,-1282.57,-1421.3899999999999,-1080.9833333333333,-971.1633333333333
1393,-1499.8866666666665,-1506.7966666666666,-1324.31,-1061.7533333333333
1394,-1322.0833333333333,-993.8866666666667,-1314.5333333333333,-1144.1399999999999
1395,-1463.5966666666666,-1115.6666666666665,-1146.6533333333332,-1172.97
1396,-1227.0333333333333,-1370.87,-1250.1599999999999,-1011.55
1397,-1245.4099999999999,-995.1966666666666,-1307.57,-1098.1033333333332
1398,-1151.3799999999999,-1169.87,-975.9799999999999,-1161.9266666666667
1399,-1399.8733333333332,-1289.4666666666667,-1395.1866666666665,-908.3133333333333
1400,-1549.4433333333334,-990.66,-847.9266666666666,-1071.5466666666666
1401,-1051.09,-1021.7433333333333,-1181.44,-1037.4533333333334
1402,-1138.61,-1021.0699999999999,-1405.37,-1358.0733333333333
1403,-1175.1466666666665,-1050.7233333333334,-1341.46,-1109.2566666666667
1404,-1412.6466666666665,-1362.4199999999998,-1311.52,-1123.8666666666666
1405,-1142.2766666666666,-1250.5833333333333,-1129.6233333333332,-1131.08
1406,-961.1066666666667,-1041.8133333333333,-974.5233333333333,-1087.5033333333333
1407,-1412.52,-1159.1766666666665,-1492.84,-1126.7233333333334
1408,-1202.3666666666666,-1245.24,-994.0999999999999,-1003.8399999999999
1409,-1340.7633333333333,-1190.8566666666666,-1161.4533333333334,-1040.0766666666666
1410,-1137.0166666666667,-1094.4733333333334,-996.6966666666666,-1112.61
1411,-1559.3999999999999,-940.6899999999999,-1257.9766666666667,-1104.09
1412,-1400.3866666666665,-1598.01,-1614.47,-1129.59
1413,-1307.8633333333332,-1102.9866666666667,-1307.6466666666665,-1141.48
1414,-976.17,-1230.1,-1110.8866666666665,-1104.7766666666666
1415,-984.86,-1119.07,-1267.0733333333333,-1071.02
1416,-1351.01,-1460.85,-1271.4166666666665,-1301.1599999999999
1417,-1279.8966666666665,-1207.0566666666666,-1541.1366666666665,-1347.99
1418,-1144.4833333333333,-1208.9066666666665,-1681.08,-1098.1566666666665
1419,-1073.74,-1130.3,-1137.49,-1069.3866666666665
1420,-1385.08,-1314.1166666666666,-1033.22,-1146.2
1421,-1162.8666666666666,-996.87,-885.9633333333333,-1068.4033333333332
1422,-1333.0666666666666,-1513.59,-1195.52,-1141.47
1423,-1406.55,-1047.3033333333333,-1230.6699999999998,-1112.8133333333333
1424,-1103.9833333333333,-1218.8633333333332,-1465.8733333333332,-1025.7666666666667
1425,-1124.7666666666667,-1119.4733333333334,-1298.8166666666666,-848.1466666666666
1426,-1068.2833333333333,-1217.95,-1036.06,-1169.0866666666666
1427,-1341.9833333333333,-1101.9866666666667,-1199.3466666666666,-1280.1966666666667
1428,-1536.24,-1455.9866666666667,-1166.12,-1339.57
1429,-1076.6766666666667,-1242.4366666666667,-1079.6266666666666,-1091.6299999999999
1430,-1360.1399999999999,-1331.3033333333333,-938.91,-1143.4966666666667
1431,-1301.1166666666666,-1427.3766666666666,-1325.8333333333333,-997.1899999999999
1432,-1073.3766666666666,-1447.8633333333332,-1067.0,-1069.4733333333334
1433,-947.1033333333334,-1595.8633333333332,-1327.5266666666666,-1077.3899999999999
1434,-1398.7766666666666,-1110.0466666666666,-1287.1299999999999,-1326.6433333333332
1435,-1548.6866666666667,-1192.5166666666667,-1130.9766666666667,-1046.9833333333333
1436,-1391.44,-1327.29,-873.7966666666666,-1154.71
1437,-1713.2266666666667,-1258.9133333333332,-1224.6533333333332,-973.99
1438,-1330.7666666666667,-1279.2833333333333,-1387.5666666666666,-1078.1833333333334
1439,-1572.8166666666666,-1210.03,-1282.9266666666665,-1023.0333333333333
1440,-897.2966666666666,-1156.84,-1477.8566666666666,-1296.8899999999999
1441,-1819.5866666666666,-1623.76,-1282.8533333333332,-1245.2066666666667
1442,-1134.53,-1434.5833333333333,-1304.4633333333334,-1091.2033333333334
1443,-1100.45,-998.76,-1307.97,-1100.85
1444,-1421.4333333333334,-1035.06,-1204.7033333333334,-1370.1566666666665
1445,-997.3233333333333,-1274.2066666666667,-1045.1966666666667,-1135.3566666666666
1446,-1075.7566666666667,-874.6333333333333,-1331.5066666666667,-898.3333333333333
1447,-1486.78,-1505.1633333333332,-1028.56,-1086.2566666666667
1448,-1271.01,-1436.2433333333333,-1026.72,-1103.5466666666666
1449,-1002.4,-1183.7966666666666,-1127.5733333333333,-1126.4933333333333
1450,-1495.0066666666667,-1314.1799999999998,-1002.99,-1157.1466666666665
1451,-1161.2533333333333,-1118.0166666666667,-1136.0466666666666,-1087.24
1452,-1383.8533333333332,-1185.6233333333332,-1148.8366666666666,-1154.8033333333333
1453,-1552.01,-1193.2133333333334,-1206.8766666666666,-1196.6699999999998
1454,-1149.0933333333332,-1220.9466666666667,-1269.0233333333333,-892.9166666666666
1455,-1193.3033333333333,-1608.2866666666666,-1312.35,-1321.3766666666666
1456,-1335.0466666666666,-1247.93,-1158.3133333333333,-1043.2766666666666
1457,-1414.1566666666665,-1449.6333333333332,-1478.5566666666666,-1101.8899999999999
1458,-944.0066666666667,-1221.2766666666666,-1253.4966666666667,-1181.9533333333334
1459,-1534.1,-1203.78,-989.2933333333333,-1132.1566666666665
1460,-1092.51,-1598.6766666666665,-944.5966666666666,-1101.9933333333333
1461,-1151.44,-1338.6466666666665,-1247.5266666666666,-1030.12
1462,-1290.97,-1606.0533333333333,-1267.2,-1129.1433333333332
1463,-1085.4433333333334,-988.6266666666667,-1275.7266666666667,-1062.86
1464,-1341.2766666666666,-1074.1966666666667,-1461.3833333333332,-1195.1599999999999
1465,-1436.2966666666666,-1243.52,-1504.2633333333333,-1097.78
1466,-1124.0433333333333,-1290.1133333333332,-1150.5433333333333,-1060.5733333333333
1467,-1116.2033333333334,-1047.73,-1073.08,-998.8433333333332
1468,-1146.6566666666665,-1086.6533333333332,-1135.8,-1047.72
1469,-1065.7933333333333,-1283.3933333333332,-967.7766666666666,-1047.9333333333334
1470,-1349.7366666666667,-1492.2433333333333,-965.0133333333333,-899.89
1471,-1403.7233333333334,-1108.8899999999999,-1445.3233333333333,-1126.8666666666666
1472,-1186.1933333333334,-1323.6566666666665,-1152.2533333333333,-1088.4133333333332
1473,-1303.6733333333334,-1369.4466666666667,-1231.7833333333333,-1398.3799999999999
1474,-1508.9466666666667,-1397.1133333333332,-1520.35,-1477.7866666666666
1475,-1367.81,-1298.6499999999999,-1596.9266666666665,-1231.1166666666666
1476,-1258.33,-1223.1433333333332,-1310.1866666666665,-960.0666666666666
1477,-1457.0,-1122.8899999999999,-1159.0833333333333,-943.8966666666666
1478,-1313.3433333333332,-1168.7866666666666,-932.4733333333332,-1204.6566666666665
1479,-1334.6866666666667,-1330.9099999999999,-1277.1633333333332,-1263.29
