Episode,Agent_J1,Agent_J2,Agent_J5,Agent_J7
372,-1427.1499999999999,-992.13,-1337.0066666666667,-1408.6
373,-903.9799999999999,-1134.4099999999999,-1273.1299999999999,-1273.1566666666665
374,-1180.2433333333333,-1124.5133333333333,-1034.4933333333333,-1252.4733333333334
375,-1067.5166666666667,-881.4733333333332,-1123.81,-1333.12
376,-1152.7833333333333,-1504.54,-1067.6966666666667,-1131.5533333333333
377,-1066.9733333333334,-1005.6766666666666,-1268.6466666666665,-1224.2133333333334
378,-1402.86,-1228.8733333333332,-1123.32,-970.7266666666667
379,-1387.7966666666666,-1192.6299999999999,-1432.77,-1040.51
380,-1010.3066666666666,-1073.1333333333332,-1274.84,-1754.3766666666666
381,-897.1333333333333,-1453.8866666666665,-1524.4433333333332,-1267.9966666666667
382,-984.9799999999999,-1288.3999999999999,-1001.41,-1494.1833333333334
383,-1109.2466666666667,-1203.5033333333333,-1196.1833333333334,-1367.5633333333333
384,-1289.4366666666667,-1093.9233333333332,-1114.2066666666667,-1294.3633333333332
385,-1078.6699999999998,-1244.8799999999999,-973.3933333333333,-1228.9533333333334
386,-984.6166666666667,-1320.6066666666666,-1058.6233333333332,-1351.0
387,-1425.85,-946.8866666666667,-1325.1566666666665,-1387.3833333333332
388,-1030.68,-1085.9533333333334,-1382.8999999999999,-1300.1599999999999
389,-1015.3333333333333,-1125.7766666666666,-1493.4633333333334,-947.5799999999999
390,-1079.0133333333333,-1211.28,-1081.9866666666667,-1167.7633333333333
391,-1201.2166666666667,-1277.5666666666666,-1141.98,-1282.0333333333333
392,-1055.78,-1100.97,-1566.71,-1224.7966666666666
393,-1157.1299999999999,-1131.8,-1268.3733333333332,-1278.37
394,-1160.35,-1028.5333333333333,-1027.7166666666667,-1004.9933333333333
395,-1159.5866666666666,-1283.2366666666667,-1177.9266666666667,-1026.26
396,-1194.06,-1357.1233333333332,-1272.8,-1142.0666666666666
397,-1016.2566666666667,-1017.7266666666666,-1300.27,-1544.8466666666666
398,-1404.7433333333333,-1033.9866666666667,-1188.02,-1307.55
399,-1446.7433333333333,-1088.05,-1014.12,-1270.72
400,-1157.7733333333333,-1462.6033333333332,-988.01,-1208.2666666666667
401,-1206.4166666666665,-1167.3566666666666,-1384.5766666666666,-1340.2933333333333
402,-1113.95,-1070.4299999999998,-1263.0933333333332,-1148.2533333333333
403,-995.8733333333333,-1133.98,-1321.0733333333333,-1272.3966666666665
404,-1046.84,-1113.6499999999999,-1203.0133333333333,-1207.86
405,-1130.77,-1240.6333333333332,-1159.7933333333333,-1132.3666666666666
406,-1316.0233333333333,-1106.3666666666666,-1316.7233333333334,-1332.03
407,-1181.7533333333333,-1462.4266666666665,-1225.6533333333332,-1299.0
408,-1249.5566666666666,-1176.27,-1212.3899999999999,-1042.0733333333333
409,-1218.7633333333333,-1462.1033333333332,-1070.6666666666667,-1071.6266666666666
410,-998.3,-1241.83,-1103.7,-1300.2266666666667
411,-1165.59,-969.37,-974.0833333333333,-1224.9333333333334
412,-1132.03,-1187.5533333333333,-1260.7066666666667,-1162.6933333333334
413,-1099.9633333333334,-1309.46,-1342.6499999999999,-1117.87
414,-1149.2733333333333,-1258.21,-1267.7,-1150.72
415,-1306.11,-992.8966666666666,-1200.0066666666667,-1134.7233333333334
416,-907.8466666666666,-1524.3233333333333,-1199.49,-1308.0066666666667
417,-1205.7866666666666,-1207.5833333333333,-1587.3566666666666,-1269.4099999999999
418,-1066.75,-1618.4099999999999,-1189.9266666666665,-1637.8466666666666
419,-1124.3866666666665,-1115.32,-1254.75,-1236.1566666666665
420,-1142.99,-1016.3933333333333,-1212.75,-1286.5133333333333
421,-1148.5866666666666,-1361.7733333333333,-1426.2466666666667,-862.9033333333333
422,-1255.0933333333332,-999.3866666666667,-1177.0166666666667,-1073.9466666666667
423,-1296.2333333333333,-1431.9199999999998,-977.17,-1237.0733333333333
424,-1258.1366666666665,-1194.6599999999999,-1758.5333333333333,-949.8066666666666
425,-1239.9433333333334,-1071.4866666666667,-1330.8799999999999,-940.9533333333333
426,-921.23,-1478.2966666666666,-972.4733333333332,-1234.8866666666665
427,-1194.32,-998.5533333333333,-1468.7566666666667,-1063.9033333333334
428,-1084.3833333333332,-1165.9933333333333,-1495.2333333333333,-1057.9533333333334
429,-1079.9099999999999,-1176.27,-1496.0033333333333,-1352.0766666666666
430,-1151.9333333333332,-1057.6366666666665,-1278.4099999999999,-1575.22
431,-1181.67,-1353.8433333333332,-1078.2933333333333,-1550.0733333333333
432,-1097.4933333333333,-1328.09,-1065.8533333333332,-1168.9466666666667
433,-1061.7133333333334,-1460.06,-1194.3999999999999,-1280.1233333333332
434,-1266.6933333333334,-1240.4766666666667,-1345.2366666666667,-1169.8666666666666
435,-1010.39,-973.6333333333333,-1345.8533333333332,-1345.5866666666666
436,-1283.28,-1190.32,-1145.0566666666666,-1141.6066666666666
437,-1181.45,-1145.72,-1298.5533333333333,-994.0999999999999
438,-1039.2566666666667,-1802.9133333333332,-1152.8833333333332,-1331.9299999999998
439,-980.68,-1517.51,-1216.31,-1106.7733333333333
440,-1140.6433333333332,-1146.6166666666666,-1065.48,-1224.4833333333333
441,-852.6899999999999,-1539.12,-1287.9133333333332,-1035.06
442,-1088.6066666666666,-1449.56,-908.25,-1484.1133333333332
443,-944.8366666666666,-1504.9633333333334,-1069.73,-1296.9233333333332
444,-1222.2066666666667,-1258.3666666666666,-1236.8166666666666,-1167.4933333333333
445,-1415.3899999999999,-1236.4533333333334,-1304.3899999999999,-1169.6333333333332
446,-986.7733333333333,-1344.3833333333332,-973.1233333333333,-1234.7933333333333
447,-1144.3666666666666,-1254.06,-1532.8966666666665,-1353.0
448,-1173.9299999999998,-1124.0266666666666,-1521.7866666666666,-940.2866666666666
449,-1419.8966666666665,-947.5866666666666,-1135.6666666666667,-1503.0966666666666
450,-987.5966666666667,-1419.3799999999999,-1194.0666666666666,-1052.8866666666665
451,-1226.4066666666665,-1132.3166666666666,-1002.3766666666667,-1428.02
452,-1179.3833333333332,-1309.9066666666665,-1113.0466666666666,-1202.3233333333333
453,-1083.31,-1412.8933333333332,-1449.1766666666665,-1235.2633333333333
454,-1330.8333333333333,-1022.0699999999999,-1114.05,-1153.25
455,-973.0799999999999,-1265.0433333333333,-1361.7766666666666,-1294.9199999999998
456,-1147.4233333333332,-1236.5266666666666,-1100.4233333333332,-1190.25
457,-1095.99,-995.2266666666666,-1424.6966666666667,-1191.4266666666665
458,-1131.86,-1354.1499999999999,-1190.8466666666666,-1321.7866666666666
459,-993.9266666666666,-1130.0,-1126.5133333333333,-1360.04
460,-1018.6733333333333,-1028.26,-1207.9833333333333,-1157.8033333333333
461,-869.1899999999999,-1026.6266666666666,-1276.56,-1329.46
462,-1090.2466666666667,-1271.22,-1365.07,-981.8133333333333
463,-925.3866666666667,-1286.49,-1463.6233333333332,-1182.9666666666667
464,-1217.1266666666666,-1494.0533333333333,-1191.1599999999999,-970.9233333333333
465,-1019.4899999999999,-1166.4099999999999,-1279.2433333333333,-1009.3033333333333
466,-1153.7533333333333,-1229.0666666666666,-1216.0233333333333,-1377.06
467,-1088.8666666666666,-905.0133333333333,-1574.6666666666665,-1305.3233333333333
468,-1125.4233333333334,-1270.78,-1252.22,-1330.7066666666667
469,-1166.32,-1297.8999999999999,-1054.9566666666667,-1271.1233333333332
470,-1116.71,-1866.8566666666666,-1000.39,-921.5966666666666
471,-1139.5066666666667,-979.52,-968.7733333333333,-1317.3633333333332
472,-1285.99,-1243.2933333333333,-1542.8033333333333,-1488.4433333333334
473,-1173.4066666666665,-1101.2066666666667,-1123.7266666666667,-1280.4933333333333
474,-1437.9299999999998,-1024.7366666666667,-1197.09,-1132.2333333333333
475,-1150.28,-1045.0966666666666,-1211.5066666666667,-1335.43
476,-1205.6,-1020.1133333333333,-1509.6433333333332,-1195.91
477,-1325.8799999999999,-1164.6366666666665,-1106.6633333333332,-1103.8333333333333
478,-1225.0866666666666,-1349.1633333333332,-1245.4233333333332,-1202.1466666666665
479,-1154.04,-1321.7,-1309.5933333333332,-919.36
480,-1013.8266666666666,-1486.73,-1263.8899999999999,-1413.2833333333333
481,-1061.7966666666666,-1169.0933333333332,-1229.3833333333332,-1253.47
482,-974.51,-1094.5966666666666,-1284.4766666666667,-991.5233333333333
483,-1233.8566666666666,-1132.1499999999999,-1218.1366666666665,-1400.3366666666666
484,-1279.81,-1014.1966666666666,-1227.4666666666667,-1140.3666666666666
485,-1201.8666666666666,-1333.2366666666667,-1201.45,-1226.71
486,-1153.5066666666667,-1340.0633333333333,-1001.9766666666666,-1152.5133333333333
487,-1007.2433333333333,-1274.1599999999999,-1297.9666666666667,-1222.2066666666667
488,-1075.31,-1107.4433333333334,-1406.6,-1019.4933333333333
489,-1027.21,-1161.7866666666666,-1442.4833333333333,-1276.3799999999999
490,-1080.06,-1337.4933333333333,-1178.6133333333332,-1206.0466666666666
491,-1209.3799999999999,-1205.76,-1235.7033333333334,-920.6333333333333
492,-1457.56,-1174.9266666666665,-1255.02,-1290.8833333333332
493,-939.28,-1520.4166666666665,-1079.83,-973.91
494,-1166.82,-1425.5166666666667,-1115.5733333333333,-1066.8133333333333
495,-1363.1633333333332,-1169.72,-1092.0066666666667,-1388.8933333333332
496,-1528.7866666666666,-1059.1666666666665,-858.8199999999999,-1057.8433333333332
497,-1163.21,-1213.9066666666665,-1150.22,-999.6566666666666
498,-1118.5033333333333,-1312.4966666666667,-1313.3366666666666,-1113.2333333333333
499,-1036.67,-1509.72,-1258.1233333333332,-1086.5866666666666
500,-1247.2666666666667,-1177.0166666666667,-1140.59,-1277.3633333333332
501,-1041.2966666666666,-1340.9566666666667,-912.25,-1175.4733333333334
502,-1079.9566666666667,-1302.45,-1390.56,-1080.0766666666666
503,-925.7733333333333,-1526.4766666666667,-1355.9299999999998,-1198.53
504,-1184.9633333333334,-1195.9633333333334,-1410.69,-878.7633333333333
505,-1150.5666666666666,-1248.6833333333332,-1080.1299999999999,-1263.2633333333333
506,-1339.3,-1049.8,-1103.2833333333333,-1029.42
507,-1364.2733333333333,-1691.5466666666666,-949.2566666666667,-915.4333333333333
508,-1288.3833333333332,-1329.72,-1460.3866666666665,-1220.0366666666666
509,-1456.7266666666667,-1337.0133333333333,-1211.1299999999999,-1231.76
510,-1158.07,-1350.7366666666667,-1103.44,-1134.2
511,-1250.5333333333333,-1461.1433333333332,-1167.9133333333332,-1199.4233333333334
512,-1113.8166666666666,-1172.1733333333332,-1067.6866666666667,-1310.4966666666667
513,-1046.2466666666667,-1212.2866666666666,-1287.5266666666666,-1158.3766666666666
514,-944.76,-1130.22,-1662.4199999999998,-1271.1733333333332
515,-1162.9466666666667,-1191.9033333333332,-1366.3133333333333,-1253.6433333333332
516,-1100.0166666666667,-1555.9666666666667,-950.5366666666666,-1067.5033333333333
517,-1200.4466666666667,-1089.5633333333333,-974.3466666666666,-1032.6366666666665
518,-1088.2266666666667,-1285.9333333333334,-1139.2933333333333,-1170.84
519,-1089.19,-896.51,-1041.4133333333332,-1110.46
520,-1203.1,-1002.1666666666666,-1220.6366666666665,-1371.9366666666667
521,-1294.7933333333333,-1076.72,-1046.7533333333333,-1199.4533333333334
522,-1332.62,-1102.45,-1096.83,-1013.1366666666667
523,-1021.6866666666666,-1208.24,-1120.4933333333333,-970.5733333333333
524,-1296.3766666666666,-1198.7633333333333,-1351.5733333333333,-1217.87
525,-1094.3766666666666,-1316.9199999999998,-1101.4166666666667,-970.0733333333333
526,-1188.3633333333332,-1275.6399999999999,-1095.4833333333333,-1279.32
527,-1136.2066666666667,-1170.8266666666666,-875.5233333333333,-1226.33
528,-1360.6599999999999,-1205.8133333333333,-1033.2,-1026.4366666666667
529,-1473.0,-1036.5733333333333,-1004.4866666666667,-1133.1299999999999
530,-884.5033333333333,-1515.59,-1028.6733333333332,-1193.3799999999999
531,-1254.2033333333334,-1135.7933333333333,-1027.4466666666667,-1258.8866666666665
532,-1182.4133333333332,-1181.0366666666666,-1351.7833333333333,-1132.1933333333334
533,-1136.3933333333332,-1410.57,-1342.8766666666666,-1294.3899999999999
534,-1122.7866666666666,-1205.1966666666667,-1385.21,-1029.2466666666667
535,-1351.2966666666666,-1410.98,-1453.0233333333333,-1231.7533333333333
536,-1187.36,-1307.81,-1048.9099999999999,-1284.8433333333332
537,-1040.45,-1362.9766666666667,-1357.09,-1077.1499999999999
538,-1257.8,-1364.5866666666666,-1221.8133333333333,-1050.78
539,-1306.3866666666665,-1350.03,-1171.37,-1334.1299999999999
540,-1114.6133333333332,-1319.9533333333334,-1240.75,-1072.5233333333333
541,-1059.3899999999999,-1282.6066666666666,-1348.1499999999999,-1243.0466666666666
542,-1085.5533333333333,-1154.5766666666666,-1354.8966666666665,-1259.0766666666666
543,-1175.03,-1211.4133333333334,-1316.7333333333333,-1075.75
544,-1171.21,-1024.4733333333334,-1213.6533333333332,-1474.2333333333333
545,-950.37,-1547.8633333333332,-1133.7733333333333,-935.93
546,-1032.5166666666667,-1153.3366666666666,-1082.03,-1354.9933333333333
547,-993.74,-1077.6333333333332,-1012.54,-1186.1733333333334
548,-1192.7233333333334,-1493.0466666666666,-1147.8999999999999,-1013.3866666666667
549,-1323.6466666666665,-1146.09,-1165.9866666666667,-1100.3666666666666
550,-1099.2333333333333,-1120.6966666666667,-1366.2066666666667,-1462.0566666666666
551,-1290.56,-1289.1066666666666,-1072.48,-1111.2833333333333
552,-1180.4266666666665,-1263.56,-1021.36,-1134.0166666666667
553,-1156.2233333333334,-1131.8333333333333,-1176.8799999999999,-1080.4666666666667
554,-1270.2466666666667,-994.5566666666666,-1089.7533333333333,-1311.6
555,-1236.2466666666667,-1442.5266666666666,-1260.5466666666666,-1342.1666666666665
556,-1216.3433333333332,-1167.1,-949.5566666666666,-1387.7966666666666
557,-940.3766666666667,-1162.5033333333333,-1279.0,-1245.1866666666667
558,-1294.75,-1342.0233333333333,-1107.8233333333333,-1142.7066666666667
559,-964.8333333333333,-1285.83,-1244.8266666666666,-1290.06
560,-1086.2833333333333,-996.5766666666666,-1473.1633333333332,-1275.25
561,-1146.4733333333334,-1229.0533333333333,-943.76,-1124.2533333333333
562,-1204.3833333333332,-1085.9166666666665,-1193.6433333333332,-1037.4033333333332
563,-1112.7833333333333,-1313.4066666666665,-1130.6133333333332,-1264.6366666666665
564,-1254.87,-1003.5633333333333,-1115.03,-1161.7466666666667
565,-1077.5833333333333,-1162.07,-1106.5766666666666,-1070.9166666666667
566,-1132.4933333333333,-1092.22,-1004.1999999999999,-1193.4366666666667
567,-1359.5666666666666,-1301.9166666666665,-1411.3933333333332,-1225.8866666666665
568,-1214.2833333333333,-1458.23,-1298.5333333333333,-1322.08
569,-1104.7833333333333,-1336.6299999999999,-1048.1066666666666,-1140.9266666666667
570,-1371.7266666666667,-878.39,-1095.9533333333334,-1212.5466666666666
571,-1139.1433333333332,-1396.7766666666666,-1107.7166666666667,-988.5933333333332
572,-1347.0266666666666,-1220.4633333333334,-1252.76,-1065.9866666666667
573,-1360.7933333333333,-1259.1366666666665,-1154.4066666666665,-1383.1433333333332
574,-1143.5766666666666,-976.24,-1071.3166666666666,-1294.8566666666666
575,-971.3033333333333,-1011.1566666666666,-1030.7833333333333,-1170.0233333333333
576,-1094.48,-891.5466666666666,-1093.7266666666667,-1330.9833333333333
577,-1406.0333333333333,-1437.9366666666665,-1170.7066666666667,-1037.33
578,-1124.37,-1374.85,-1221.6133333333332,-1137.96
579,-1084.33,-1289.3366666666666,-1033.4566666666667,-1292.6
580,-1292.2933333333333,-1104.5866666666666,-1279.48,-1211.4033333333332
581,-1650.6166666666666,-1098.09,-917.89,-1137.6833333333334
582,-1051.6733333333332,-1162.9666666666667,-1068.97,-1072.1333333333332
583,-1176.3566666666666,-1333.9033333333332,-1272.1033333333332,-1046.1066666666666
584,-1081.7533333333333,-1074.2933333333333,-1200.11,-1338.9066666666665
585,-1272.7366666666667,-1042.8999999999999,-1263.9199999999998,-1084.8766666666666
586,-1288.86,-1112.04,-1236.0166666666667,-1024.9433333333334
587,-922.9966666666667,-1120.5433333333333,-1138.26,-1352.7533333333333
588,-1247.5966666666666,-1431.2533333333333,-941.73,-1091.1033333333332
589,-1275.4299999999998,-1568.2366666666667,-1197.7266666666667,-1070.93
590,-1205.9166666666665,-1078.23,-990.6999999999999,-1206.3166666666666
591,-1028.7966666666666,-1152.9266666666667,-1214.6299999999999,-1323.0033333333333
592,-1227.4033333333332,-1139.1,-1250.3066666666666,-1092.3066666666666
593,-1537.2233333333334,-998.1533333333333,-1112.1466666666665,-1101.1933333333334
594,-1192.08,-1212.1866666666667,-1086.0833333333333,-1474.6733333333332
595,-1321.94,-1233.6966666666667,-1406.9233333333332,-1222.9199999999998
596,-945.8833333333333,-1521.07,-1113.7766666666666,-1294.7166666666667
597,-1085.6666666666667,-1447.8266666666666,-1105.0233333333333,-1184.6599999999999
598,-1163.2366666666667,-1508.5233333333333,-1168.6466666666665,-1228.99
599,-1057.2966666666666,-1317.57,-1539.4366666666665,-1125.6566666666665
600,-1001.3833333333333,-1029.6133333333332,-1162.9733333333334,-1157.5666666666666
601,-1200.0933333333332,-1287.12,-1176.2233333333334,-1187.0133333333333
602,-1222.3833333333332,-1104.0966666666666,-1023.93,-1069.9566666666667
603,-1331.9166666666665,-1235.5033333333333,-1080.79,-1081.4566666666667
604,-1226.0066666666667,-1254.7633333333333,-1237.2166666666667,-1165.2833333333333
605,-1187.8899999999999,-1289.0733333333333,-1208.98,-927.5466666666666
606,-1206.56,-1717.1,-1142.8233333333333,-1208.2333333333333
607,-1237.7233333333334,-1011.6433333333333,-1502.1966666666665,-1353.52
608,-1062.7433333333333,-927.6266666666667,-1045.3999999999999,-1439.6933333333334
609,-1103.9466666666667,-1338.5433333333333,-1174.55,-1167.2733333333333
610,-1087.8766666666666,-1040.0433333333333,-989.4599999999999,-1609.79
611,-1138.6133333333332,-1112.7633333333333,-1396.6666666666665,-1114.82
612,-1072.7766666666666,-1246.99,-1058.6166666666666,-1492.4133333333332
613,-1066.6299999999999,-1050.8233333333333,-1156.2066666666667,-1134.08
614,-1332.8133333333333,-1194.5033333333333,-1245.77,-1268.0866666666666
615,-1445.4833333333333,-1167.7966666666666,-1189.6799999999998,-1247.3033333333333
616,-1329.4666666666667,-1209.7733333333333,-1070.3533333333332,-1058.46
617,-1018.1366666666667,-1114.9099999999999,-1191.9733333333334,-1508.9933333333333
618,-1189.8,-1268.8,-1223.2933333333333,-1079.0766666666666
619,-1046.1166666666666,-1168.7433333333333,-1262.9433333333334,-889.2433333333333
620,-1183.5133333333333,-1152.8466666666666,-1451.9633333333334,-1222.3666666666666
621,-1204.9399999999998,-1405.1033333333332,-1032.76,-1173.3066666666666
622,-1115.22,-1248.9866666666667,-1105.7666666666667,-1226.57
623,-1278.5766666666666,-860.5566666666666,-1136.9333333333334,-1201.6499999999999
624,-979.5433333333333,-1558.3266666666666,-1206.5066666666667,-1208.9199999999998
625,-1255.0166666666667,-1315.9099999999999,-1352.49,-1278.9866666666667
626,-1176.27,-1377.2766666666666,-1098.9433333333334,-965.63
627,-1182.6866666666667,-1280.6499999999999,-872.5133333333333,-1292.4366666666665
628,-1335.1533333333332,-873.31,-1083.23,-1286.1433333333332
629,-1271.19,-1290.43,-1258.6166666666666,-1449.8366666666666
630,-1234.0466666666666,-1048.24,-1089.27,-1105.0733333333333
631,-952.2766666666666,-1691.8166666666666,-1222.56,-1025.3666666666666
632,-1152.6833333333334,-1555.0966666666666,-1040.3066666666666,-1286.4066666666665
633,-1049.6366666666665,-1343.4199999999998,-1195.8166666666666,-1095.8666666666666
634,-1166.75,-999.4699999999999,-1171.73,-1160.8433333333332
635,-1211.9933333333333,-1184.1599999999999,-1074.8866666666665,-1340.6366666666665
636,-1358.0066666666667,-1260.2433333333333,-1166.6299999999999,-1129.43
637,-1080.6933333333334,-1308.8066666666666,-1170.6633333333332,-919.0833333333333
638,-1039.6233333333332,-1179.8466666666666,-1239.4966666666667,-1157.1433333333332
639,-1293.24,-1074.7633333333333,-995.2199999999999,-1095.31
640,-1241.3233333333333,-1168.8333333333333,-1309.5633333333333,-1004.87
641,-1199.32,-1456.2566666666667,-1027.46,-868.5333333333333
642,-1021.3466666666666,-1151.5333333333333,-1240.61,-897.6933333333333
643,-1089.7933333333333,-1247.5,-1148.3966666666665,-1179.0533333333333
644,-1261.8533333333332,-1240.1699999999998,-1219.6499999999999,-1117.16
645,-1112.3666666666666,-1114.8999999999999,-1151.81,-1208.5133333333333
646,-1374.1566666666665,-1050.0066666666667,-1048.8633333333332,-1325.52
647,-1164.24,-1226.86,-1281.8999999999999,-1377.8933333333332
648,-995.8066666666666,-1352.8566666666666,-1479.8799999999999,-1088.1066666666666
649,-1251.3633333333332,-1315.4833333333333,-1238.6966666666667,-1265.8999999999999
650,-1108.5966666666666,-1492.3933333333332,-1110.51,-1306.2133333333334
651,-1098.94,-1347.9233333333332,-1083.3933333333332,-1124.7266666666667
652,-1162.1733333333332,-1465.0,-961.8566666666667,-1094.3933333333332
653,-1132.5,-1022.8066666666666,-877.54,-1202.6633333333332
654,-1419.75,-1532.7166666666667,-1118.0066666666667,-1353.8866666666665
655,-1177.1966666666667,-1255.6733333333332,-1014.1266666666667,-1367.81
656,-1033.2466666666667,-1094.1499999999999,-1403.22,-1272.1966666666667
657,-1309.8799999999999,-1113.74,-1132.2,-1228.5
658,-1208.4066666666665,-1278.3566666666666,-954.4833333333333,-1322.3966666666665
659,-1340.3833333333332,-1014.2466666666667,-1185.4266666666665,-1023.1566666666666
660,-1176.71,-1168.3066666666666,-1145.1566666666665,-1128.1766666666667
661,-1135.6666666666665,-999.9966666666667,-1000.5899999999999,-1053.1866666666667
662,-1206.2066666666667,-1424.4099999999999,-1059.2333333333333,-1003.11
663,-1320.4066666666665,-1262.8266666666666,-1148.95,-1115.8166666666666
664,-1235.8033333333333,-1613.7933333333333,-1235.7466666666667,-1023.3333333333333
665,-1417.4266666666665,-1217.3866666666665,-1146.47,-1194.2166666666667
666,-1182.45,-1189.83,-1297.8033333333333,-1066.5466666666666
667,-1111.2133333333334,-1771.8266666666666,-871.7833333333333,-942.0566666666666
668,-1058.26,-1419.7266666666667,-1092.1833333333334,-1067.35
669,-1439.8833333333332,-1267.8633333333332,-1265.83,-1375.6166666666666
670,-1068.0233333333333,-1170.8633333333332,-1406.9933333333333,-1273.01
671,-1045.2766666666666,-1101.6933333333334,-1193.1433333333332,-1135.0766666666666
672,-960.5033333333333,-1199.6633333333332,-1254.1566666666665,-1093.3733333333332
673,-1377.0466666666666,-1091.45,-1044.7733333333333,-1324.8899999999999
674,-1152.3133333333333,-1097.1833333333334,-1097.1399999999999,-1142.8033333333333
675,-1077.57,-1341.6133333333332,-1141.3866666666665,-1201.21
676,-1318.3533333333332,-1116.7766666666666,-1058.75,-1021.8066666666666
677,-1406.01,-1187.2,-1191.3833333333332,-1087.0466666666666
678,-894.8833333333333,-1487.7833333333333,-1282.6466666666665,-1241.07
679,-1031.8966666666665,-1141.7,-1357.7466666666667,-1096.1633333333332
680,-1031.8433333333332,-1135.1333333333332,-1232.99,-1208.9166666666665
681,-1153.8266666666666,-1555.9833333333333,-1467.7633333333333,-1070.4133333333332
682,-1406.46,-1315.5366666666666,-1012.4233333333333,-897.4766666666667
683,-1163.6833333333332,-1127.4066666666665,-1032.1299999999999,-1155.0966666666666
684,-1163.9033333333332,-1292.83,-950.9866666666667,-1060.79
685,-1510.3,-1039.4533333333334,-845.25,-1078.7566666666667
686,-1042.7133333333334,-1265.3333333333333,-951.7466666666667,-1192.01
687,-1000.2366666666667,-1147.8033333333333,-1067.94,-1102.2966666666666
688,-1167.4933333333333,-1080.8933333333332,-1324.4733333333334,-1489.5933333333332
689,-1195.06,-1019.0366666666666,-1221.3333333333333,-1272.8233333333333
690,-1428.2066666666667,-1287.84,-1176.3366666666666,-1142.9933333333333
691,-1180.8799999999999,-1473.9266666666665,-1213.33,-1117.3
692,-1457.94,-1156.0933333333332,-1330.05,-1151.33
693,-998.6899999999999,-1145.93,-1192.76,-1066.77
694,-1324.34,-1015.87,-1428.47,-1238.8266666666666
695,-1461.4466666666665,-1007.2966666666666,-1407.9066666666665,-1414.5133333333333
696,-1381.1599999999999,-1090.1866666666667,-1257.5166666666667,-1138.94
697,-1194.9266666666665,-1375.5633333333333,-1006.3866666666667,-954.2966666666666
698,-1410.57,-1323.84,-1135.0033333333333,-1083.3766666666666
699,-1236.4266666666667,-1480.6966666666665,-1179.4766666666667,-1199.1466666666665
700,-1139.6266666666666,-1583.4033333333332,-1369.01,-1101.45
701,-973.5166666666667,-1206.6733333333334,-1010.8433333333332,-1229.3799999999999
702,-933.31,-1248.25,-1050.68,-995.3566666666667
703,-1370.8633333333332,-1093.8966666666665,-1052.8366666666666,-1092.3799999999999
704,-1064.5633333333333,-1085.56,-1153.8999999999999,-993.4333333333333
705,-1561.4733333333334,-979.4866666666667,-920.74,-1238.5733333333333
706,-1195.02,-1539.0466666666666,-867.62,-1247.8933333333332
707,-1075.9666666666667,-1219.6166666666666,-1199.8266666666666,-942.0066666666667
708,-1302.44,-1769.1966666666667,-1126.37,-1255.1766666666667
709,-1041.7166666666667,-1336.9333333333334,-1382.35,-1222.8533333333332
710,-841.18,-1215.0,-1310.6333333333332,-1277.23
711,-1200.5333333333333,-1124.6666666666667,-1047.3999999999999,-1257.0766666666666
712,-1128.6699999999998,-1129.8433333333332,-1123.87,-1211.7866666666666
713,-1092.6133333333332,-1064.81,-958.8833333333333,-1401.4066666666665
714,-1114.4166666666665,-1068.56,-1136.3766666666666,-1319.2833333333333
715,-815.3366666666666,-1302.7466666666667,-1211.9366666666667,-1159.5
716,-998.6866666666666,-1246.3533333333332,-1106.46,-1030.2866666666666
717,-1192.71,-1180.0666666666666,-921.9066666666666,-1142.35
718,-995.8266666666666,-1292.0866666666666,-1263.1499999999999,-1295.99
719,-1066.5133333333333,-1101.4433333333334,-1081.55,-1237.6133333333332
720,-1124.6599999999999,-1817.9099999999999,-935.8533333333332,-927.9333333333333
721,-1027.1499999999999,-1216.73,-923.3299999999999,-1192.7966666666666
722,-1121.09,-1092.2066666666667,-1398.7866666666666,-1301.1133333333332
723,-911.2466666666667,-1282.34,-1089.04,-1430.58
724,-1105.4933333333333,-1149.57,-1286.7566666666667,-1106.9666666666667
725,-951.9866666666667,-1123.46,-1373.4566666666667,-1054.3133333333333
726,-1171.2,-1242.05,-1097.99,-1277.1533333333332
727,-1537.0933333333332,-1289.2933333333333,-1305.2733333333333,-1110.1466666666665
728,-1121.1666666666665,-1418.1699999999998,-1276.0866666666666,-1122.7733333333333
729,-926.8566666666667,-1358.0666666666666,-964.78,-1128.4466666666667
730,-1130.0333333333333,-1390.7433333333333,-1229.3999999999999,-1001.8233333333333
731,-1359.1266666666666,-1366.6799999999998,-1126.3266666666666,-1009.4033333333333
732,-1166.9366666666667,-1205.8866666666665,-1455.1,-992.6333333333333
733,-1127.0933333333332,-1188.4066666666665,-1042.5966666666666,-1093.5033333333333
734,-1343.1233333333332,-1095.8566666666666,-1029.7066666666667,-1160.9633333333334
735,-1200.3133333333333,-1222.2533333333333,-1220.96,-1158.0466666666666
736,-1250.0366666666666,-989.26,-1043.23,-1352.6666666666665
737,-913.0966666666666,-1218.61,-1589.6599999999999,-1092.22
738,-1419.7166666666667,-1496.52,-1174.03,-1018.2733333333333
739,-1095.3633333333332,-1178.3733333333332,-1032.43,-1353.96
740,-1130.1233333333332,-997.2266666666666,-1293.1299999999999,-1033.34
741,-1363.5933333333332,-1348.03,-1139.2933333333333,-1249.8533333333332
742,-1187.5933333333332,-1305.04,-1115.59,-1189.0866666666666
743,-1073.3766666666666,-977.7333333333333,-1050.94,-1086.01
